iter,mean_top10_anova_block,mean_top10_anova_period,mean_top10_periodicity_strength
870,1.430616481299e+01,2.910987348614e+01,7.278644611933e+38
871,1.863923008098e+01,3.733577108446e+01,2.358745788466e+44
872,2.162188461034e+01,2.934006578990e+01,7.275461636477e+38
873,1.217513963330e+01,3.125752029368e+01,1.066248106267e+44
874,1.535464089461e+01,2.387729868904e+01,1.422042694061e+45
875,1.283274261125e+01,5.242469892749e+01,1.066241082617e+44
876,1.597306233628e+01,5.066037487431e+01,4.241630408372e+44
877,2.018665094920e+01,3.290624090395e+01,7.281349040068e+38
878,1.718705451353e+01,6.036333197212e+01,1.071795824646e+44
879,1.349180286812e+01,2.448087882184e+01,2.639028558451e+33
880,1.361814972816e+01,3.831725554357e+01,4.259543469268e+44
881,1.201453889133e+01,3.318479050080e+01,9.413358322784e+44
882,1.335150399623e+01,2.926473500830e+01,1.075344342536e+44
883,1.326087839517e+01,2.548056951426e+01,2.405531834570e+34
884,1.811918430310e+01,5.113871090953e+01,7.057119769833e+43
885,1.882083619895e+01,3.323179393079e+01,1.083283714339e+45
886,1.516489137614e+01,1.899513343767e+01,2.653034288710e+44
887,1.684842001683e+01,3.215018190498e+01,7.309399385226e+38
888,1.695781321842e+01,3.357763139060e+01,2.887156595610e+39
889,1.415082298895e+01,3.136064345646e+01,1.071798751779e+44
890,1.823484268946e+01,3.491213504432e+01,4.243601266809e+44
891,1.104488534641e+01,4.555014167609e+01,7.168287769951e+44
892,1.380226003442e+01,3.487850454926e+01,9.402674103829e+44
893,1.458784397098e+01,3.768700742335e+01,1.066240998873e+44
894,1.430410421467e+01,4.108735704748e+01,2.885153817508e+39
895,1.551387550141e+01,3.559355119620e+01,3.516500402888e+44
896,2.409915316524e+01,4.325915740968e+01,1.066238926520e+44
897,1.908322893224e+01,3.222591427195e+01,7.833180881633e+44
898,1.565453186199e+01,3.772530393234e+01,3.682695610975e+33
899,9.398812644774e+00,2.904140193985e+01,1.066233202983e+44
900,1.325239113463e+01,3.069077793903e+01,7.814849979728e+44
901,1.179266661054e+01,4.161957671761e+01,4.243577240796e+44
902,1.102675193345e+01,2.650898860470e+01,3.411571525724e+44
903,1.348438664767e+01,3.528768662167e+01,1.100285108325e+45
904,1.126291006422e+01,2.792491283447e+01,7.060066453508e+44
905,3.103006991974e+01,4.009224378477e+01,4.251479913548e+44
906,2.315836426581e+01,4.684513971864e+01,7.099753661923e+43
907,1.169267436313e+01,3.922144236224e+01,8.206382538812e+44
908,2.162940716119e+01,4.116587859321e+01,7.057107822835e+43
909,2.097600265144e+01,2.720119052401e+01,2.792409196191e+44
910,2.106663158076e+01,4.455407179986e+01,1.066242220815e+44
911,1.979226921156e+01,3.487601854066e+01,3.506412099338e+44
912,1.969389534422e+01,5.302387901460e+01,1.071795843651e+44
913,1.634532903338e+01,2.130423159822e+01,1.069829648109e+44
914,1.541523891200e+01,2.663411745371e+01,1.872793338008e+44
915,1.143663628753e+01,5.866244525794e+01,3.506409559536e+44
916,2.002928636171e+01,4.270431739640e+01,1.080095675010e+45
917,1.609517435088e+01,4.069968919709e+01,7.299980451740e+38
918,1.912616459802e+01,4.762663158588e+01,1.119336371410e+40
919,2.320047885872e+01,3.083791707174e+01,7.057145921012e+43
920,1.605264292151e+01,4.800576080722e+01,7.481416232092e+44
921,1.831753960199e+01,3.397990115591e+01,7.277188513090e+38
922,1.946620165108e+01,2.551360225402e+01,2.801377424318e+44
923,1.555113907376e+01,2.209412253693e+01,1.644074449864e+45
924,1.220664423500e+01,5.982153154918e+01,7.352988130893e+44
925,1.333962777422e+01,3.440346776121e+01,2.888590369349e+39
926,1.545940525385e+01,2.627229361546e+01,1.068158859201e+44
927,2.033869005173e+01,4.210148951375e+01,7.147833807610e+44
928,1.650984332506e+01,3.728528494625e+01,2.891102669823e+39
929,1.623932314399e+01,2.452396813783e+01,1.070718804824e+34
930,1.530690562263e+01,3.576394536295e+01,1.071799125173e+44
931,1.186096348812e+01,2.519591402125e+01,7.789313696657e+44
932,1.517829216807e+01,2.968393765677e+01,7.102379899043e+43
933,1.754143543940e+01,3.642944239099e+01,3.402379006048e+44
934,1.176666996370e+01,3.280202235253e+01,1.066239711792e+44
935,1.543579628541e+01,4.862261364653e+01,2.890004128176e+39
936,1.598449030685e+01,3.811362857172e+01,7.180111132479e+43
937,2.105427524339e+01,2.466525375866e+01,1.233853695769e+34
938,2.459186642620e+01,4.462358125161e+01,1.066244646141e+44
939,2.458043739688e+01,5.583956270290e+01,3.506431299658e+44
940,1.389262123594e+01,5.530843597505e+01,1.068163610334e+44
941,1.819128032297e+01,3.402575035019e+01,6.789816613817e+44
942,2.511209519056e+01,2.854498687661e+01,7.157476366645e+43
943,1.184703166834e+01,3.318740552294e+01,6.204720075035e+44
944,1.378889497425e+01,4.097589532553e+01,6.213076091636e+44
945,1.082395859581e+01,2.548177313760e+01,7.140237763936e+43
946,1.280793471817e+01,2.700903452005e+01,7.057109885669e+43
947,2.252926828202e+01,3.541384384446e+02,9.140471447464e+44
948,2.654938386814e+01,3.188523418522e+01,3.420649841615e+44
949,1.209079436783e+01,4.525321937435e+01,6.497660978440e+44
950,1.057562303694e+01,3.755540204465e+01,2.795281242827e+44
951,1.262769044743e+01,2.621802800832e+01,8.355515744521e+44
952,2.565326976120e+01,5.794525629977e+01,1.071055092152e+44
953,1.560980447602e+01,2.428319926803e+01,4.865006115777e+44
954,3.515431326351e+01,4.532410860554e+01,2.796209322415e+44
955,1.652451188479e+01,2.303376332496e+01,1.083704891149e+45
956,1.389036575425e+01,3.681369770435e+01,6.012841306115e+44
957,2.410836135583e+01,1.006559410729e+02,2.570679269949e+45
958,1.939109795028e+01,4.053849489999e+01,4.232542355455e+44
959,1.948177747772e+01,2.349056637306e+01,9.434509140820e+44
960,1.704239665534e+01,6.114384832568e+01,3.401807327678e+44
961,1.389290130571e+01,4.435844206435e+01,5.999874687115e+44
962,2.142448924658e+01,2.634709024725e+01,6.497650071161e+44
963,2.418535777837e+01,5.203134213381e+01,7.057116252785e+43
964,1.633620144521e+01,1.002933430187e+02,7.057098293979e+43
965,1.586502766701e+01,4.051249847399e+01,7.057154141838e+43
966,1.534760141061e+01,2.058521140673e+01,7.102376935793e+43
967,1.637298085593e+01,4.581070475817e+01,6.410325168538e+39
968,2.151969828885e+01,4.449560224097e+01,2.803795697121e+44
969,1.252336778836e+01,2.868144562916e+01,7.280449681883e+38
970,1.404673264376e+01,3.366946919394e+01,1.066238236763e+44
971,2.009028075949e+01,4.320966527312e+01,7.114687884242e+43
972,1.615007184695e+01,4.616922841863e+01,6.296522151182e+44
973,1.748742235486e+01,7.710657650524e+01,7.292979884780e+38
974,2.094850891302e+01,4.563310076210e+01,3.024262651580e+34
975,1.733539430220e+01,5.447264507168e+01,7.102380593620e+43
976,2.131987102302e+01,3.808102187219e+01,1.071721990854e+44
977,1.652154583612e+01,2.797746874717e+01,7.145183244397e+43
978,1.552168013523e+01,2.472880616068e+01,1.071801332044e+44
979,2.168413728552e+01,2.606353445935e+01,2.792681995107e+44
980,1.437673219040e+01,1.962132029027e+01,5.225529465700e+33
981,1.356017486586e+01,4.469207339885e+01,7.182660957946e+44
982,1.096062737477e+01,4.522730307520e+01,1.066238878856e+44
983,1.695943932226e+01,4.037119927020e+01,1.790064468833e+45
984,2.544534929530e+01,7.286774172621e+01,1.054260206857e+45
985,2.038035233227e+01,6.458763791532e+01,9.434491909514e+44
986,2.279603614290e+01,7.423549513054e+01,2.087587098259e+45
987,2.116265480201e+01,7.288910817613e+01,9.402716599963e+44
988,1.298883182851e+01,2.685003838132e+01,7.102360777929e+43
989,1.335501575360e+01,3.291165692729e+01,4.975351211857e+44
990,1.482335250958e+01,2.434106954168e+01,3.506415886606e+44
991,1.701821883321e+01,4.322610602679e+01,2.801343645461e+44
992,1.384280852490e+01,4.537598743095e+01,3.401824686588e+44
993,1.423637313881e+01,2.053171830452e+01,7.284308085699e+38
994,1.809582304215e+01,2.835211172041e+01,1.773308830173e+44
995,1.476266305842e+01,3.372237154530e+01,1.360273822999e+45
996,2.764055997884e+01,2.601020588162e+01,5.771881502527e+44
997,1.847192165625e+01,3.215252263528e+01,8.280913338842e+44
998,1.446853214555e+01,3.251622259127e+01,6.191352944445e+44
999,1.196466072453e+01,3.082163316183e+01,9.402728542867e+44
1000,2.127125458354e+01,8.839209053594e+01,7.134536514579e+43
